lemRank,lemma,PoS,lemFreq,wordFreq,word,,Data Sourced From: www.wordfrequency.info
3112,incentive,n,24612,11920,incentive,,
3112,incentive,n,24612,12692,incentives,,
1752,inch,n,52275,16239,inch,,
1752,inch,n,52275,36036,inches,,
1977,incident,n,45300,32673,incident,,
1977,incident,n,45300,12627,incidents,,
328,include,v,304197,126985,include,,
328,include,v,304197,91680,included,,
328,include,v,304197,69205,includes,,
328,include,v,304197,16327,including,,
394,including,i,245445,245445,including,,
1119,income,n,86902,79314,income,,
1119,income,n,86902,7588,incomes,,
2911,incorporate,v,26974,9305,incorporate,,
2911,incorporate,v,26974,9485,incorporated,,
2911,incorporate,v,26974,3293,incorporates,,
2911,incorporate,v,26974,4891,incorporating,,
701,increase,v,137709,60846,increase,,
1340,increase,n,71248,54034,increase,,
701,increase,v,137709,39821,increased,,
2117,increased,j,41356,41356,increased,,
701,increase,v,137709,18484,increases,,
1340,increase,n,71248,17214,increases,,
701,increase,v,137709,18558,increasing,,
2600,increasing,j,30970,30970,increasing,,
1988,increasingly,r,44978,44978,increasingly,,
2543,incredible,j,31983,31983,incredible,,
3257,incredibly,r,23108,23108,incredibly,,
1008,indeed,r,95860,95860,indeed,,
2791,independence,n,28463,28463,independence,,
1498,independent,j,63631,63631,independent,,
2653,index,n,29987,25382,index,,
2653,index,n,29987,1992,indexes,,
1931,Indian,j,46454,46454,indian,,
3002,Indian,n,25825,2250,indian,,
3002,Indian,n,25825,23575,indians,,
915,indicate,v,105304,33610,indicate,,
915,indicate,v,105304,36021,indicated,,
915,indicate,v,105304,22123,indicates,,
915,indicate,v,105304,13550,indicating,,
3786,indication,n,18351,13818,indication,,
3786,indication,n,18351,4533,indications,,
3943,indicator,n,17361,7785,indicator,,
3943,indicator,n,17361,9576,indicators,,
2653,index,n,29987,2613,indices,,
4308,indigenous,j,15139,15139,indigenous,,
773,individual,n,125578,41383,individual,,
1087,individual,j,89686,89686,individual,,
773,individual,n,125578,84195,individuals,,
4902,induce,v,12416,4470,induce,,
4902,induce,v,12416,5294,induced,,
4902,induce,v,12416,1329,induces,,
4902,induce,v,12416,1323,inducing,,
2373,industrial,j,35272,35272,industrial,,
658,industry,n,146746,20819,industries,,
658,industry,n,146746,125927,industry,,
3948,inevitable,j,17339,17339,inevitable,,
3532,infant,n,20410,12390,infant,,
3532,infant,n,20410,8020,infants,,
2497,infection,n,32785,22083,infection,,
2497,infection,n,32785,10702,infections,,
3343,inflation,n,22242,22204,inflation,,
3343,inflation,n,22242,38,inflations,,
1590,influence,n,59350,50092,influence,,
1968,influence,v,45471,21513,influence,,
1968,influence,v,45471,17596,influenced,,
1590,influence,n,59350,9258,influences,,
1968,influence,v,45471,2444,influences,,
1968,influence,v,45471,3918,influencing,,
4646,influential,j,13513,13513,influential,,
4330,info,n,15051,15051,info,,
2129,inform,v,41031,12634,inform,,
320,information,n,314341,314179,information,,
320,information,n,314341,140,informations,,
2129,inform,v,41031,22306,informed,,
2129,inform,v,41031,3128,informing,,
2129,inform,v,41031,2963,informs,,
3053,infrastructure,n,25291,24568,infrastructure,,
3053,infrastructure,n,25291,723,infrastructures,,
3004,ingredient,n,25809,5641,ingredient,,
3004,ingredient,n,25809,20168,ingredients,,
4857,inherit,v,12611,3332,inherit,,
4857,inherit,v,12611,8104,inherited,,
4857,inherit,v,12611,596,inheriting,,
4857,inherit,v,12611,579,inherits,,
2061,initial,j,42971,42971,initial,,
2869,initially,r,27566,27566,initially,,
3839,initiate,v,18004,5812,initiate,,
3839,initiate,v,18004,8793,initiated,,
3839,initiate,v,18004,955,initiates,,
3839,initiate,v,18004,2444,initiating,,
2281,initiative,n,37346,23756,initiative,,
2281,initiative,n,37346,13590,initiatives,,
3796,injure,v,18288,1510,injure,,
3796,injure,v,18288,14844,injured,,
3796,injure,v,18288,300,injures,,
1553,injury,n,60769,25211,injuries,,
3796,injure,v,18288,1634,injuring,,
1553,injury,n,60769,35558,injury,,
4542,inmate,n,14023,4320,inmate,,
4542,inmate,n,14023,9703,inmates,,
2859,inner,j,27642,27642,inner,,
2585,innocent,j,31192,31192,innocent,,
2982,innovation,n,26039,20084,innovation,,
2982,innovation,n,26039,5955,innovations,,
4510,innovative,j,14152,14152,innovative,,
3719,input,n,18921,15017,input,,
3719,input,n,18921,3904,inputs,,
3586,inquiry,n,19877,4275,inquiries,,
3586,inquiry,n,19877,15602,inquiry,,
4149,insane,j,16042,16042,insane,,
4125,insect,n,16198,5869,insect,,
4125,insect,n,16198,10329,insects,,
4487,insert,v,14249,5259,insert,,
4487,insert,v,14249,5835,inserted,,
4487,insert,v,14249,2264,inserting,,
4487,insert,v,14249,891,inserts,,
1091,inside,i,89494,89493,inside,,
1323,inside,r,72435,72435,inside,,
3832,inside,n,18050,15908,inside,,
3832,inside,n,18050,2142,insides,,
2589,insight,n,31094,18693,insight,,
2589,insight,n,31094,12401,insights,,
1727,insist,v,53141,15081,insist,,
1727,insist,v,53141,20655,insisted,,
1727,insist,v,53141,5932,insisting,,
1727,insist,v,53141,11473,insists,,
4406,inspection,n,14686,10262,inspection,,
4406,inspection,n,14686,4424,inspections,,
4114,inspector,n,16272,9629,inspector,,
4114,inspector,n,16272,6643,inspectors,,
3761,inspiration,n,18543,17812,inspiration,,
3761,inspiration,n,18543,731,inspirations,,
2118,inspire,v,41223,9520,inspire,,
2118,inspire,v,41223,25080,inspired,,
2118,inspire,v,41223,3188,inspires,,
2118,inspire,v,41223,3435,inspiring,,
2400,install,v,34402,12726,install,,
4770,installation,n,12961,9586,installation,,
4770,installation,n,12961,3375,installations,,
2400,install,v,34402,15958,installed,,
2400,install,v,34402,5059,installing,,
2400,install,v,34402,659,installs,,
2988,instance,n,26001,11353,instance,,
2988,instance,n,26001,14648,instances,,
4908,instant,j,12399,12394,instant,,
4908,instant,j,12399,5,instant-on,,
4426,instantly,r,14557,14557,instantly,,
981,instead,r,98540,98540,instead,,
983,instead,i,98231,98231,instead,,
4367,instinct,n,14894,8318,instinct,,
4367,instinct,n,14894,6576,instincts,,
1525,Institute,n,62451,57818,institute,,
1525,Institute,n,62451,4631,institutes,,
1190,institution,n,80998,30664,institution,,
3768,institutional,j,18477,18477,institutional,,
1190,institution,n,80998,50334,institutions,,
4711,instruct,v,13240,2535,instruct,,
4711,instruct,v,13240,8031,instructed,,
4711,instruct,v,13240,1461,instructing,,
1702,instruction,n,54207,33427,instruction,,
4555,instructional,j,13944,13944,instructional,,
1702,instruction,n,54207,20780,instructions,,
3747,instructor,n,18675,11573,instructor,,
3747,instructor,n,18675,7102,instructors,,
4711,instruct,v,13240,1213,instructs,,
2112,instrument,n,41473,20832,instrument,,
2112,instrument,n,41473,20641,instruments,,
1108,insurance,n,88036,87893,insurance,,
1108,insurance,n,88036,143,insurances,,
3640,integrate,v,19446,7335,integrate,,
3640,integrate,v,19446,6630,integrated,,
3640,integrate,v,19446,1223,integrates,,
3640,integrate,v,19446,4258,integrating,,
4037,integration,n,16746,16581,integration,,
4037,integration,n,16746,165,integrations,,
3491,integrity,n,20719,20719,integrity,,
3058,intellectual,j,25268,25268,intellectual,,
1465,intelligence,n,65687,64880,intelligence,,
1465,intelligence,n,65687,807,intelligences,,
3493,intelligent,j,20703,20703,intelligent,,
1626,intend,v,57970,12569,intend,,
1626,intend,v,57970,37773,intended,,
1626,intend,v,57970,2216,intending,,
1626,intend,v,57970,5412,intends,,
2766,intense,j,28703,28703,intense,,
3805,intensity,n,18229,841,intensities,,
3805,intensity,n,18229,17388,intensity,,
3891,intent,n,17648,16592,intent,,
2540,intention,n,32022,17922,intention,,
2540,intention,n,32022,14100,intentions,,
3891,intent,n,17648,1056,intents,,
616,international,j,157724,15,inter-national,,
3812,interact,v,18183,11600,interact,,
3812,interact,v,18183,1534,interacted,,
3812,interact,v,18183,3734,interacting,,
2027,interaction,n,43639,25278,interaction,,
2027,interaction,n,43639,18361,interactions,,
3812,interact,v,18183,1315,interacts,,
473,interest,n,202642,145430,interest,,
1246,interested,j,77632,77632,interested,,
828,interesting,j,116773,116773,interesting,,
473,interest,n,202642,57212,interests,,
4911,interface,n,12393,10198,interface,,
4911,interface,n,12393,2195,interfaces,,
4585,interfere,v,13797,8039,interfere,,
4585,interfere,v,13797,1606,interfered,,
4585,interfere,v,13797,1338,interferes,,
4585,interfere,v,13797,2814,interfering,,
4454,interior,n,14401,12104,interior,,
4951,interior,j,12243,12243,interior,,
4454,interior,n,14401,2297,interiors,,
1961,internal,j,45614,45259,internal,,
1961,internal,j,45614,355,internals,,
616,international,j,157724,157709,international,,
1206,internet,n,80144,79842,internet,,
1206,internet,n,80144,302,internets,,
2905,interpret,v,27068,10476,interpret,,
2457,interpretation,n,33342,25785,interpretation,,
2457,interpretation,n,33342,7557,interpretations,,
2905,interpret,v,27068,10641,interpreted,,
2905,interpret,v,27068,4569,interpreting,,
2905,interpret,v,27068,1382,interprets,,
3684,interrupt,v,19158,6768,interrupt,,
3684,interrupt,v,19158,9170,interrupted,,
3684,interrupt,v,19158,3215,interrupting,,
3684,interrupt,v,19158,5,interrupts,,
4781,interval,n,12928,6179,interval,,
4781,interval,n,12928,6749,intervals,,
1722,intervention,n,53351,38090,intervention,,
1722,intervention,n,53351,15261,interventions,,
930,interview,n,103566,73533,interview,,
2445,interview,v,33551,6779,interview,,
2445,interview,v,33551,17895,interviewed,,
2445,interview,v,33551,8877,interviewing,,
930,interview,n,103566,30033,interviews,,
4804,intimate,j,12841,12841,intimate,,
77,into,i,1461573,1461573,into,,
1342,introduce,v,71221,19908,introduce,,
1342,introduce,v,71221,37827,introduced,,
1342,introduce,v,71221,4688,introduces,,
1342,introduce,v,71221,8798,introducing,,
3013,introduction,n,25722,23704,introduction,,
3013,introduction,n,25722,2018,introductions,,
4946,invade,v,12265,4151,invade,,
4946,invade,v,12265,5428,invaded,,
4946,invade,v,12265,596,invades,,
4946,invade,v,12265,2090,invading,,
3689,invasion,n,19112,17642,invasion,,
3689,invasion,n,19112,1470,invasions,,
3520,invent,v,20537,4682,invent,,
3520,invent,v,20537,13036,invented,,
3520,invent,v,20537,2292,inventing,,
4794,invention,n,12883,9888,invention,,
4794,invention,n,12883,2995,inventions,,
4640,inventory,n,13538,1979,inventories,,
4640,inventory,n,13538,11559,inventory,,
3520,invent,v,20537,527,invents,,
2048,invest,v,43235,18641,invest,,
2048,invest,v,43235,13617,invested,,
1834,investigate,v,49473,20091,investigate,,
1834,investigate,v,49473,12806,investigated,,
1834,investigate,v,49473,1977,investigates,,
1834,investigate,v,49473,14599,investigating,,
1143,investigation,n,84783,70180,investigation,,
1143,investigation,n,84783,14603,investigations,,
2590,investigator,n,31082,8332,investigator,,
2590,investigator,n,31082,22750,investigators,,
2048,invest,v,43235,9626,investing,,
1211,investment,n,79833,60649,investment,,
1211,investment,n,79833,19184,investments,,
1946,investor,n,46202,9573,investor,,
1946,investor,n,46202,36629,investors,,
2048,invest,v,43235,1351,invests,,
4029,invisible,j,16798,16798,invisible,,
4416,invitation,n,14626,11599,invitation,,
4416,invitation,n,14626,3027,invitations,,
1653,invite,v,56415,15678,invite,,
1653,invite,v,56415,30586,invited,,
1653,invite,v,56415,4745,invites,,
1653,invite,v,56415,5406,inviting,,
738,involve,v,131275,21275,involve,,
738,involve,v,131275,58026,involved,,
1322,involved,j,72455,72455,involved,,
2797,involvement,n,28357,28106,involvement,,
2797,involvement,n,28357,251,involvements,,
738,involve,v,131275,24486,involves,,
738,involve,v,131275,27488,involving,,
4741,ipad,n,13111,13111,ipad,,
3287,iphone,n,22844,21221,iphone,,
3287,iphone,n,22844,1623,iphones,,
4332,Iranian,j,15043,15043,iranian,,
2516,Iraqi,j,32364,32364,iraqi,,
3465,Irish,j,21004,21004,irish,,
2517,iron,n,32359,29886,iron,,
4874,irony,n,12516,904,ironies,,
2517,iron,n,32359,2473,irons,,
4874,irony,n,12516,11612,irony,,
2,be,v,32394756,10093608,is,,
3055,Islam,n,25282,25282,islam,,
2677,Islamic,j,29622,29622,islamic,,
979,island,n,98596,79458,island,,
979,island,n,98596,19138,islands,,
4263,isolate,v,15433,4257,isolate,,
4263,isolate,v,15433,8452,isolated,,
4263,isolate,v,15433,1697,isolates,,
4263,isolate,v,15433,1027,isolating,,
4972,isolation,n,12165,12109,isolation,,
4972,isolation,n,12165,56,isolations,,
2359,Israeli,j,35547,35547,israeli,,
4418,Israeli,n,14606,2502,israeli,,
4418,Israeli,n,14606,12104,israelis,,
261,issue,n,362137,189225,issue,,
1826,issue,v,49792,14344,issue,,
1826,issue,v,49792,29956,issued,,
261,issue,n,362137,172912,issues,,
1826,issue,v,49792,2412,issues,,
1826,issue,v,49792,3080,issuing,,
10,it,p,11042044,11042044,it,,
1554,It,n,60763,60763,it,,
3251,Italian,j,23199,23199,italian,,
1048,item,n,92545,27546,item,,
1048,item,n,92545,64999,items,,
185,its,a,511922,511922,its,,
626,itself,p,154505,154505,itself,,
2599,jacket,n,30995,25152,jacket,,
2599,jacket,n,30995,5843,jackets,,
2453,jail,n,33453,31240,jail,,
2453,jail,n,33453,2213,jails,,
1497,january,n,63714,63714,january,,
2287,Japanese,j,37170,37170,japanese,,
5002,Japanese,n,12064,12064,japanese,,
4626,jar,n,13598,9280,jar,,
4626,jar,n,13598,4316,jars,,
4513,jaw,n,14133,9618,jaw,,
4513,jaw,n,14133,4515,jaws,,
3531,jazz,n,20420,20420,jazz,,
4944,jealous,j,12285,12285,jealous,,
3955,jeans,n,17273,701,jean,,
3955,jeans,n,17273,16572,jeans,,
2694,jet,n,29468,16797,jet,,
2694,jet,n,29468,12671,jets,,
4792,jewelry,n,12891,12891,jewelry,,
1924,Jewish,j,46702,46702,jewish,,
226,job,n,430995,312739,job,,
226,job,n,430995,118256,jobs,,
566,join,v,170302,65306,join,,
566,join,v,170302,50239,joined,,
566,join,v,170302,38672,joining,,
566,join,v,170302,16085,joins,,
2554,joint,j,31738,31732,joint,,
2554,joint,j,31738,6,jointer,,
1867,joke,n,48299,33261,joke,,
4285,joke,v,15321,2792,joke,,
4285,joke,v,15321,4244,joked,,
1867,joke,n,48299,15038,jokes,,
4285,joke,v,15321,1328,jokes,,
4285,joke,v,15321,6957,joking,,
1230,journal,n,78364,67519,journal,,
4096,journalism,n,16352,16352,journalism,,
2236,journalist,n,38495,17982,journalist,,
2236,journalist,n,38495,20513,journalists,,
1230,journal,n,78364,10844,journals,,
2246,journey,n,38098,35562,journey,,
2246,journey,n,38098,2536,journeys,,
2656,joy,n,29949,27265,joy,,
2656,joy,n,29949,2684,joys,,
1187,judge,n,81312,57948,judge,,
1699,judge,v,54271,30627,judge,,
1699,judge,v,54271,10281,judged,,
1187,judge,n,81312,23364,judges,,
1699,judge,v,54271,2869,judges,,
1699,judge,v,54271,10494,judging,,
2134,judgment,n,40961,32139,judgment,,
2134,judgment,n,40961,8822,judgments,,
4147,judicial,j,16050,16050,judicial,,
2645,juice,n,30156,26372,juice,,
2645,juice,n,30156,332,juiced,,
2645,juice,n,30156,3452,juices,,
1147,NULL,n,84439,84439,july,,
1365,jump,v,69861,28776,jump,,
4382,jump,n,14819,13707,jump,,
1365,jump,v,69861,24222,jumped,,
1365,jump,v,69861,10382,jumping,,
1365,jump,v,69861,6481,jumps,,
4382,jump,n,14819,1112,jumps,,
1094,june,n,89233,89233,june,,
4962,jungle,n,12210,11077,jungle,,
4962,jungle,n,12210,1133,jungles,,
2754,junior,j,28869,28869,junior,,
4935,junk,n,12319,12238,junk,,
4935,junk,n,12319,81,junks,,
1975,jury,n,45342,2504,juries,,
4331,jurisdiction,n,15049,11551,jurisdiction,,
4331,jurisdiction,n,15049,3498,jurisdictions,,
4670,juror,n,13406,3938,juror,,
4670,juror,n,13406,9468,jurors,,
1975,jury,n,45342,42838,jury,,
51,just,r,2270900,2270900,just,,
1236,just,j,78214,78194,just,,
1236,just,j,78214,20,juster,,
959,justice,n,100360,91875,justice,,
959,justice,n,100360,8485,justices,,
2643,justify,v,30199,9737,justified,,
2643,justify,v,30199,2232,justifies,,
2643,justify,v,30199,16231,justify,,
2643,justify,v,30199,1999,justifying,,
151,keep,v,626487,399487,keep,,
151,keep,v,626487,63438,keeping,,
151,keep,v,626487,45732,keeps,,
151,keep,v,626487,117830,kept,,
1149,key,j,84228,84228,key,,
1422,key,n,67404,43912,key,,
5046,keyboard,n,11885,9947,keyboard,,
5046,keyboard,n,11885,1938,keyboards,,
1422,key,n,67404,23492,keys,,
1591,kick,v,59307,21676,kick,,
4589,kick,n,13771,11027,kick,,
1591,kick,v,59307,20829,kicked,,
1591,kick,v,59307,11113,kicking,,
1591,kick,v,59307,5689,kicks,,
4589,kick,n,13771,2744,kicks,,
275,kid,n,351451,107050,kid,,
2748,kid,v,28911,2955,kid,,
2748,kid,v,28911,191,kidded,,
2748,kid,v,28911,25657,kidding,,
275,kid,n,351451,244401,kids,,
2748,kid,v,28911,108,kids,,
325,kill,v,307305,128182,kill,,
325,kill,v,307305,128811,killed,,
2306,killer,n,36754,29528,killer,,
2306,killer,n,36754,7226,killers,,
325,kill,v,307305,38550,killing,,
3259,killing,n,23084,17010,killing,,
3259,killing,n,23084,6074,killings,,
325,kill,v,307305,11762,kills,,
256,kind,n,367584,315812,kind,,
1029,kind,r,94334,94334,kind,,
4384,kinda,r,14792,14792,kinda,,
256,kind,n,367584,51772,kinds,,
863,king,n,112088,101534,king,,
3663,kingdom,n,19315,16943,kingdom,,
3663,kingdom,n,19315,2372,kingdoms,,
863,king,n,112088,10554,kings,,
2116,kiss,v,41405,18163,kiss,,
3697,kiss,n,19047,15268,kiss,,
2116,kiss,v,41405,13598,kissed,,
2116,kiss,v,41405,2804,kisses,,
3697,kiss,n,19047,3776,kisses,,
2116,kiss,v,41405,6840,kissing,,
3870,kit,n,17795,14220,kit,,
1279,kitchen,n,75167,71771,kitchen,,
1279,kitchen,n,75167,3396,kitchens,,
3870,kit,n,17795,5,kiting,,
3870,kit,n,17795,3570,kits,,
1781,knee,n,51298,24320,knee,,
1781,knee,n,51298,41,kneeing,,
1781,knee,n,51298,26937,knees,,
39,know,v,2761628,278027,knew,,
2364,knife,n,35408,29146,knife,,
2364,knife,n,35408,84,knifes,,
2364,knife,n,35408,6178,knives,,
2005,knock,v,44485,16696,knock,,
2005,knock,v,44485,18254,knocked,,
2005,knock,v,44485,8183,knocking,,
2005,knock,v,44485,1352,knocks,,
39,know,v,2761628,2110629,know,,
39,know,v,2761628,257,knowed,,
39,know,v,2761628,59778,knowing,,
841,knowledge,n,115356,115113,knowledge,,
841,knowledge,n,115356,243,knowledges,,
39,know,v,2761628,174757,known,,
4177,known,j,15885,15885,known,,
39,know,v,2761628,138180,knows,,
3704,Korean,j,19028,19028,korean,,
2191,lab,n,39668,31599,lab,,
2874,label,n,27479,16748,label,,
3651,label,v,19402,4745,label,,
3651,label,v,19402,10104,labeled,,
3651,label,v,19402,2946,labeling,,
3651,label,v,19402,1064,labelled,,
3651,label,v,19402,178,labelling,,
2874,label,n,27479,10731,labels,,
3651,label,v,19402,365,labels,,
1314,labor,n,72759,67299,labor,,
2970,laboratory,n,26198,5075,laboratories,,
2970,laboratory,n,26198,21123,laboratory,,
1314,labor,n,72759,1355,labors,,
1314,labor,n,72759,3824,labour,,
1314,labor,n,72759,281,labours,,
2191,lab,n,39668,8069,labs,,
1227,lack,n,78587,78587,lack,,
2103,lack,v,41652,12753,lack,,
2103,lack,v,41652,8264,lacked,,
2103,lack,v,41652,11868,lacking,,
2103,lack,v,41652,8767,lacks,,
871,lady,n,111384,38883,ladies,,
871,lady,n,111384,72454,lady,,
871,lady,n,111384,47,ladys,,
907,lay,v,105812,34951,laid,,
717,lie,v,135712,1150,lain,,
1347,lake,n,70940,58631,lake,,
1347,lake,n,70940,12309,lakes,,
4541,lamp,n,14028,9101,lamp,,
4541,lamp,n,14028,4927,lamps,,
689,land,n,139579,119821,land,,
2166,land,v,40144,13832,land,,
2308,landscape,n,36719,11,land-scape,,
2166,land,v,40144,18104,landed,,
2166,land,v,40144,8174,landing,,
4203,landing,n,15743,13305,landing,,
4203,landing,n,15743,2438,landings,,
689,land,n,139579,19758,lands,,
2166,land,v,40144,34,lands,,
2308,landscape,n,36719,30518,landscape,,
2308,landscape,n,36719,6190,landscapes,,
2769,lane,n,28689,21682,lane,,
2769,lane,n,28689,7007,lanes,,
713,language,n,136124,119827,language,,
713,language,n,136124,16297,languages,,
3792,lap,n,18314,14960,lap,,
4192,laptop,n,15796,52,lap-top,,
3792,lap,n,18314,3354,laps,,
4192,laptop,n,15796,12226,laptop,,
4192,laptop,n,15796,3518,laptops,,
270,large,j,353703,218116,large,,
1952,largely,r,46002,46002,largely,,
270,large,j,353703,74657,larger,,
270,large,j,353703,60930,largest,,
4430,laser,n,14523,11882,laser,,
4430,laser,n,14523,2641,lasers,,
139,last,m,692989,692989,last,,
1765,last,v,51774,31493,last,,
4239,last,r,15550,15550,last,,
1765,last,v,51774,11681,lasted,,
1765,last,v,51774,2944,lasting,,
1765,last,v,51774,5656,lasts,,
401,late,j,242755,140170,late,,
1890,late,r,47682,47682,late,,
3402,lately,r,21666,21666,lately,,
363,later,r,274178,274178,later,,
401,late,j,242755,37471,later,,
401,late,j,242755,65114,latest,,
3295,Latin,j,22755,22755,latin,,
2759,latter,d,28825,28825,latter,,
869,laugh,v,111440,26862,laugh,,
3662,laugh,n,19315,15639,laugh,,
869,laugh,v,111440,31575,laughed,,
869,laugh,v,111440,32736,laughing,,
869,laugh,v,111440,20267,laughs,,
3662,laugh,n,19315,3676,laughs,,
2994,laughter,n,25929,25929,laughter,,
1747,launch,v,52479,15581,launch,,
4006,launch,n,16908,15524,launch,,
1747,launch,v,52479,27458,launched,,
1747,launch,v,52479,2593,launches,,
4006,launch,n,16908,1384,launches,,
1747,launch,v,52479,6847,launching,,
4788,laundry,n,12903,262,laundries,,
4788,laundry,n,12903,12641,laundry,,
268,law,n,354958,276417,law,,
4057,lawmaker,n,16643,31,law-makers,,
4057,lawmaker,n,16643,1784,lawmaker,,
4057,lawmaker,n,16643,14828,lawmakers,,
3653,lawn,n,19393,16387,lawn,,
3653,lawn,n,19393,3006,lawns,,
268,law,n,354958,78541,laws,,
2758,lawsuit,n,28834,19275,lawsuit,,
2758,lawsuit,n,28834,9559,lawsuits,,
1036,lawyer,n,93526,53381,lawyer,,
1036,lawyer,n,93526,40145,lawyers,,
907,lay,v,105812,53419,lay,,
907,lay,v,105812,106,layed,,
2385,layer,n,34911,20075,layer,,
2385,layer,n,34911,14836,layers,,
907,lay,v,105812,12168,laying,,
907,lay,v,105812,5168,lays,,
4803,lazy,j,12843,111,lazier,,
4803,lazy,j,12843,146,laziest,,
4803,lazy,j,12843,12586,lazy,,
349,lead,v,285740,88324,lead,,
1575,lead,n,59773,54722,lead,,
539,leader,n,180573,83394,leader,,
539,leader,n,180573,97179,leaders,,
1471,leadership,n,65396,65252,leadership,,
1471,leadership,n,65396,144,leaderships,,
349,lead,v,285740,45581,leading,,
2525,leading,j,32280,32280,leading,,
349,lead,v,285740,39472,leads,,
1575,lead,n,59773,5051,leads,,
2025,leaf,n,43674,12523,leaf,,
2025,leaf,n,43674,665,leafs,,
1265,league,n,76178,69493,league,,
1265,league,n,76178,6685,leagues,,
5009,leak,v,12029,2653,leak,,
5009,leak,v,12029,4433,leaked,,
5009,leak,v,12029,3759,leaking,,
5009,leak,v,12029,1184,leaks,,
1862,lean,v,48484,9461,lean,,
1862,lean,v,48484,19589,leaned,,
1862,lean,v,48484,13048,leaning,,
1862,lean,v,48484,6224,leans,,
1862,lean,v,48484,162,leant,,
4410,leap,v,14664,3837,leap,,
4410,leap,v,14664,3109,leaped,,
4410,leap,v,14664,2749,leaping,,
4410,leap,v,14664,2166,leaps,,
4410,leap,v,14664,2803,leapt,,
322,learn,v,312649,142963,learn,,
322,learn,v,312649,103201,learned,,
4912,learner,n,12390,4278,learner,,
4912,learner,n,12390,8112,learners,,
322,learn,v,312649,58901,learning,,
1435,learning,n,66879,66635,learning,,
1435,learning,n,66879,244,learnings,,
322,learn,v,312649,5869,learns,,
322,learn,v,312649,1715,learnt,,
323,least,r,311569,311569,least,,
3535,leather,n,20393,20037,leather,,
3535,leather,n,20393,356,leathers,,
152,leave,v,622651,209155,leave,,
4496,leave,n,14202,14202,leave,,
152,leave,v,622651,34,leaved,,
152,leave,v,622651,34652,leaves,,
2025,leaf,n,43674,30486,leaves,,
152,leave,v,622651,88694,leaving,,
3933,lecture,n,17399,10636,lecture,,
3933,lecture,n,17399,6763,lectures,,
349,lead,v,285740,112363,led,,
152,leave,v,622651,290116,left,,
848,left,j,114320,114310,left,,
4559,left,n,13935,13780,left,,
848,left,j,114320,10,lefter,,
4559,left,n,13935,155,lefts,,
1016,leg,n,95185,40248,leg,,
3313,legacy,n,22631,1358,legacies,,
3313,legacy,n,22631,21273,legacy,,
899,legal,j,107134,107134,legal,,
4286,legally,r,15315,15315,legally,,
3444,legend,n,21223,15671,legend,,
3444,legend,n,21223,5552,legends,,
1016,leg,n,95185,30,legging,,
2189,legislation,n,39690,39581,legislation,,
2189,legislation,n,39690,109,legislations,,
3620,legislative,j,19623,19623,legislative,,
3329,legislature,n,22388,18991,legislature,,
3329,legislature,n,22388,3397,legislatures,,
3239,legitimate,j,23286,23286,legitimate,,
1016,leg,n,95185,54907,legs,,
3685,lemon,n,19153,17192,lemon,,
3685,lemon,n,19153,1961,lemons,,
3874,lend,v,17776,8026,lend,,
3874,lend,v,17776,3370,lending,,
3874,lend,v,17776,2880,lends,,
2078,length,n,42379,35404,length,,
2078,length,n,42379,6975,lengths,,
3487,lens,n,20785,14065,lens,,
3487,lens,n,20785,93,lense,,
3487,lens,n,20785,6627,lenses,,
3874,lend,v,17776,3500,lent,,
513,less,r,190003,190003,less,,
656,less,d,147290,147290,less,,
1450,lesson,n,66252,35023,lesson,,
1450,lesson,n,66252,31229,lessons,,
122,let,v,780929,747708,let,,
732,letter,n,132828,81504,letter,,
732,letter,n,132828,51324,letters,,
122,let,v,780929,33221,letting,,
354,level,n,279770,179229,level,,
4610,level,j,13664,13664,level,,
354,level,n,279770,100541,levels,,
4164,liability,n,15952,2788,liabilities,,
4164,liability,n,15952,13164,liability,,
4419,liar,n,14604,11486,liar,,
4419,liar,n,14604,3118,liars,,
2001,liberal,j,44658,44658,liberal,,
3707,liberal,n,19015,1919,liberal,,
3707,liberal,n,19015,17096,liberals,,
2402,liberty,n,34393,7632,liberties,,
2402,liberty,n,34393,26755,liberty,,
2402,liberty,n,34393,6,libertys,,
1331,library,n,71921,13097,libraries,,
1331,library,n,71921,58824,library,,
2582,license,n,31242,25860,license,,
2582,license,n,31242,5382,licenses,,
717,lie,v,135712,44073,lie,,
2144,lie,n,40794,19449,lie,,
717,lie,v,135712,17705,lied,,
717,lie,v,135712,56,lieing,,
717,lie,v,135712,27552,lies,,
2144,lie,n,40794,21345,lies,,
3206,lieutenant,n,23579,22453,lieutenant,,
3206,lieutenant,n,23579,1126,lieutenants,,
116,life,n,852257,719311,life,,
3180,lifestyle,n,23917,317,life-style,,
3180,lifestyle,n,23917,78,life-styles,,
2881,lifetime,n,27432,125,life-time,,
2881,lifetime,n,27432,9,life-times,,
116,life,n,852257,929,lifes,,
3180,lifestyle,n,23917,19994,lifestyle,,
3180,lifestyle,n,23917,3528,lifestyles,,
2881,lifetime,n,27432,25427,lifetime,,
2881,lifetime,n,27432,1871,lifetimes,,
1681,lift,v,54954,18545,lift,,
1681,lift,v,54954,23117,lifted,,
1681,lift,v,54954,8188,lifting,,
1681,lift,v,54954,5104,lifts,,
521,light,n,185287,137359,light,,
1522,light,j,62687,53929,light,,
2605,light,v,30928,11555,light,,
2605,light,v,30928,934,lighted,,
1522,light,j,62687,7568,lighter,,
